"Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
8125,"Cabela's Legendary Adventures","Wii",29,"Sports","Activision",0.17,0,0,0.01,0.18
8126,"F1 Challenge","SAT",15,"Racing","Sega",0,0,0.18,0,0.18
8127,"Transformers: Dark of the Moon","Wii",32,"Action","Activision",0.1,0.07,0,0.02,0.18
8128,"Shadow Madness","PS",20,"Action","Crave Entertainment",0.1,0.07,0,0.01,0.18
8129,"Tom Clancy's Ghost Recon: Future Soldier","PC",33,"Shooter","Ubisoft",0.05,0.1,0,0.03,0.18
8130,"Tiger Woods PGA Tour 2004","GBA",24,"Sports","Electronic Arts",0.13,0.05,0,0,0.18
8131,"Aliens: Infestation","DS",32,"Action","Sega",0.1,0.06,0,0.02,0.18
8132,"Brink","PC",32,"Shooter","Bethesda Softworks",0.06,0.09,0,0.03,0.18
8133,"The Game of Life / Yahtzee / Payday","GBA",26,"Misc","Zoo Digital Publishing",0.13,0.05,0,0,0.18
8134,"American Chopper 2: Full Throttle","PS2",26,"Racing","Zoo Digital Publishing",0.09,0.07,0,0.02,0.18
8135,"Dynasty Warriors: Gundam 3","X360",31,"Action","Tecmo Koei",0.11,0.04,0.02,0.01,0.18
8136,"FIFA 16","PC",36,"Sports","Electronic Arts",0.04,0.13,0,0.01,0.18
8137,"Silent Hill 4: The Room","XB",25,"Action","Konami Digital Entertainment",0.14,0.04,0,0.01,0.18
8138,"Heavy Fire: Afghanistan","PS3",32,"Shooter","Unknown",0.17,0,0,0.01,0.18
8139,"Commandos 2: Men of Courage","PS2",23,"Strategy","Eidos Interactive",0.09,0.07,0,0.02,0.18
8140,"Doom (2016)","PC",37,"Shooter","Bethesda Softworks",0.06,0.1,0,0.01,0.18
8141,"Chuck E. Cheese's Party Games","DS",31,"Misc","UFO Interactive",0.17,0,0,0.01,0.18
8142,"Pro Evolution Soccer 2013","3DS",33,"Sports","Konami Digital Entertainment",0.05,0.02,0.1,0.01,0.18
8143,"Pirates: Hunt For Blackbeard's Booty","Wii",29,"Adventure","Activision",0.08,0.08,0,0.02,0.18
8144,"FIFA Soccer 2002","GC",22,"Sports","Electronic Arts",0.14,0.04,0,0,0.18
8145,"Godzilla (2015)","PS4",35,"Action","Namco Bandai Games",0.1,0.03,0.02,0.03,0.18
8146,"Race Pro","X360",30,"Racing","Atari",0.06,0.09,0,0.02,0.18
8147,"Atari Anniversary Edition Redux","PS",21,"Misc","Infogrames",0.1,0.07,0,0.01,0.18
8148,"Toukiden: The Age of Demons","PSP",34,"Action","Tecmo Koei",0,0,0.18,0,0.18
8149,"Fireblade","PS2",23,"Action","Midway Games",0.09,0.07,0,0.02,0.18
8150,"Mercury Meltdown Revolution","Wii",28,"Action","Ignition Entertainment",0.16,0,0,0.01,0.18
8151,"Disney's Tarzan Untamed","GC",22,"Platform","Ubisoft",0.14,0.04,0,0,0.18
8152,"WordJong Party","Wii",29,"Puzzle","Destineer",0.17,0,0,0.01,0.18
8153,"Brunswick Circuit Pro Bowling","PS",19,"Sports","THQ",0.1,0.07,0,0.01,0.18
8154,"Cabela's Dangerous Hunts 2009","PS2",29,"Sports","Activision Value",0.09,0.07,0,0.02,0.18
8155,"Velvet Assassin","X360",30,"Shooter","DTP Entertainment",0.14,0.02,0.01,0.01,0.18
8156,"Ball Breakers","PS",21,"Action","Take-Two Interactive",0.1,0.07,0,0.01,0.18
8157,"Mobile Suit Gundam Seed Destiny: Generation of C.E.","PS2",26,"Action","Namco Bandai Games",0,0,0.18,0,0.18
8158,"EyeToy: Groove","PS2",24,"Misc","Sony Computer Entertainment",0.09,0.07,0,0.02,0.18
8159,"Twisted Metal: Small Brawl","PS",40,"Action","Unknown",0.1,0.07,0,0.01,0.18
8160,"Disgaea 4: A Promise Unforgotten","PSV",35,"Role-Playing","Nippon Ichi Software",0.04,0.04,0.08,0.02,0.18
8161,"Charlie and the Chocolate Factory","GC",26,"Adventure","Global Star",0.14,0.04,0,0,0.18
8162,"Armored Core: Last Raven","PS2",26,"Simulation","505 Games",0.05,0.04,0.08,0.01,0.18
8163,"Tomb Raider: Underworld","PS2",30,"Action","Eidos Interactive",0.09,0.04,0,0.05,0.18
8164,"All Grown Up! Express Yourself","GBA",25,"Misc","THQ",0.13,0.05,0,0,0.18
8165,"College Hoops 2K7","PS3",28,"Sports","Take-Two Interactive",0.16,0,0,0.01,0.18
8166,"K-1 World Grand Prix","PS2",23,"Sports","Konami Digital Entertainment",0.04,0.03,0.1,0.01,0.18
8167,"Skate it","DS",29,"Sports","Electronic Arts",0.14,0.02,0,0.01,0.18
8168,"Kidou Senshi Gundam: Senjou no Kizuna Portable","PSP",30,"Strategy","Namco Bandai Games",0,0,0.18,0,0.18
8169,"Otomedius Excellent","X360",40,"Shooter","Unknown",0.13,0,0.04,0.01,0.18
8170,"Super Robot Taisen A Portable","PSP",29,"Strategy","Namco Bandai Games",0,0,0.18,0,0.18
8171,"Juiced","XB",26,"Racing","THQ",0.13,0.04,0,0.01,0.18
8172,"Looney Tunes: Back in Action","GBA",24,"Platform","Electronic Arts",0.13,0.05,0,0,0.18
8173,"Virtua Tennis","GBA",23,"Sports","Atari",0.13,0.05,0,0,0.18
8174,"Tales of the Tempest","DS",27,"Role-Playing","Namco Bandai Games",0,0,0.18,0,0.18
8175,"SimCity Creator (JP sales)","DS",29,"Simulation","Electronic Arts",0,0,0.18,0,0.18
8176,"Biohazard: Revival Selection","PS3",32,"Action","Capcom",0,0,0.18,0,0.18
8177,"Sonic Riders: Zero Gravity","PS2",29,"Racing","Sega",0.09,0.07,0,0.02,0.18
8178,"Driver: San Francisco","Wii",32,"Racing","Ubisoft",0.06,0.09,0,0.02,0.18
8179,"UFC: Sudden Impact","PS2",25,"Fighting","Global Star",0.09,0.07,0,0.02,0.18
8180,"Shawn Johnson Gymnastics","Wii",31,"Sports","Zoo Games",0.17,0,0,0.01,0.18
8181,"NBA Hoopz","PS2",22,"Sports","Midway Games",0.09,0.07,0,0.02,0.18
8182,"Captain America: Super Soldier","X360",32,"Action","Sega",0.11,0.05,0,0.01,0.18
8183,"TRON: Evolution","DS",31,"Action","Disney Interactive Studios",0.12,0.04,0,0.01,0.18
8184,"Pac-Man World 3","DS",26,"Platform","Namco Bandai Games",0.16,0,0,0.01,0.18
8185,"ESPN X Games Skateboarding","GBA",22,"Sports","Konami Digital Entertainment",0.13,0.05,0,0,0.18
8186,"Nancy Drew: The Hidden Staircase","DS",29,"Adventure","THQ",0.16,0,0,0.01,0.18
8187,"Brunswick Cosmic Bowling","Wii",31,"Sports","GameMill Entertainment",0.17,0,0,0.01,0.18
8188,"Star Wars: Battlefront II","PC",26,"Shooter","LucasArts",0.02,0.13,0,0.03,0.18
8189,"Speedball 2100","PS",21,"Sports","Empire Interactive",0.1,0.07,0,0.01,0.18
8190,"LEGO Island 2: The Brickster's Revenge","PS",22,"Adventure","LEGO Media",0.1,0.07,0,0.01,0.18
8191,"College Hoops 2K8","X360",28,"Sports","Take-Two Interactive",0.16,0,0,0.01,0.18
8192,"FIFA 17","X360",37,"Sports","Electronic Arts",0.03,0.13,0,0.01,0.18
8193,"Fancy Nancy: Tea Party Time!","DS",31,"Adventure","THQ",0.17,0,0,0.01,0.18
8194,"Backyard Basketball","GBA",25,"Sports","Atari",0.13,0.05,0,0,0.18
8195,"Madden NFL 09","XB",29,"Sports","Electronic Arts",0.13,0.04,0,0.01,0.18
8196,"Scooby-Doo! Unmasked","GBA",26,"Platform","THQ",0.13,0.05,0,0,0.18
8197,"Summon Night 4","PS2",27,"Role-Playing","Banpresto",0,0,0.18,0,0.18
8198,"Pro Yaky? Spirits 5","PS2",29,"Sports","Konami Digital Entertainment",0,0,0.18,0,0.18
8199,"NHL 2004","XB",24,"Sports","Electronic Arts",0.13,0.04,0,0.01,0.18
8200,"Namco Museum: 50th Anniversary","XB",26,"Misc","Namco Bandai Games",0.13,0.04,0,0.01,0.18
8201,"You Don't Know Jack","PS3",32,"Misc","THQ",0.16,0,0,0.01,0.18
8202,"Marvel Super Hero Squad: The Infinity Gauntlet","PS3",31,"Action","THQ",0.12,0.03,0,0.02,0.18
8203,"NFL 2K2","XB",23,"Sports","Sega",0.13,0.04,0,0.01,0.18
8204,"My French Coach","DS",28,"Misc","Ubisoft",0.15,0.02,0,0.01,0.18
8205,"Camp Rock: The Final Jam","DS",31,"Misc","Disney Interactive Studios",0.14,0.02,0,0.01,0.18
8206,"NBA Starting Five","PS2",40,"Sports","Unknown",0.09,0.07,0,0.02,0.18
8207,"Castlevania Judgment","Wii",29,"Fighting","Konami Digital Entertainment",0.13,0.02,0.01,0.01,0.18
8208,"Dead or Alive Paradise","PSP",31,"Misc","Ubisoft Annecy",0.07,0.02,0.07,0.02,0.17
8209,"The Suffering: Ties That Bind","PS2",26,"Action","Midway Games",0.09,0.07,0,0.02,0.17
8210,"Disney Sing It: Family Hits","PS3",31,"Misc","Disney Interactive Studios",0.11,0.04,0,0.02,0.17
8211,"Ashes Cricket 2009","PS3",30,"Sports","Codemasters",0,0.16,0,0.02,0.17
8212,"EyeToy: Kinetic","PS2",26,"Sports","Sony Computer Entertainment",0.09,0.07,0,0.02,0.17
8213,"Petz: Horseshoe Ranch","DS",30,"Adventure","Ubisoft",0.16,0,0,0.01,0.17
8214,"Army Men: Sarge's Heroes 2","PS2",22,"Shooter","Midas Interactive Entertainment",0.09,0.07,0,0.02,0.17
8215,"Stormrise","PS3",30,"Strategy","Sega",0.13,0.02,0,0.02,0.17
8216,"Yu-Gi-Oh! Zexal World Duel Carnival","3DS",34,"Misc","Konami Digital Entertainment",0,0.08,0.08,0.01,0.17
8217,"Winning Eleven: Pro Evolution Soccer 2007","DS",27,"Sports","Konami Digital Entertainment",0,0,0.17,0,0.17
8218,"Green Lantern: Rise of the Manhunters","PS3",32,"Action","Warner Bros. Interactive Entertainment",0.09,0.05,0,0.03,0.17
8219,"Monkey Island: Special Edition Collection","PC",32,"Adventure","LucasArts",0,0.14,0,0.04,0.17
8220,"Broken Sword: Shadows of the Templars - The Director's Cut","DS",30,"Adventure","Ubisoft",0.07,0.09,0,0.02,0.17
8221,"The Wild Thornberrys: Animal Adventures","PS",21,"Adventure","Mattel Interactive",0.1,0.07,0,0.01,0.17
8222,"MotoGP 10/11","PS3",32,"Racing","Capcom",0.04,0.1,0,0.04,0.17
8223,"Jikkyou Powerful Pro Baseball 2016","PSV",37,"Sports","Konami Digital Entertainment",0,0,0.17,0,0.17
8224,"SEGA Bass Fishing Duel","PS2",23,"Sports","Sega",0.09,0.07,0,0.02,0.17
8225,"Teen Titans","GBA",40,"Action","Unknown",0.13,0.05,0,0,0.17
8226,"Hyperdimension Neptunia U: Action Unleashed","PSV",35,"Action","Idea Factory International",0.07,0.02,0.06,0.03,0.17
8227,"Sports Illustrated for Kids: Baseball","GBA",22,"Sports","BAM! Entertainment",0.12,0.05,0,0,0.17
8228,"Fairytale Fights","PS3",30,"Action","Playlogic Game Factory",0.11,0.04,0,0.02,0.17
8229,"Mark Davis Pro Bass Challenge","PS2",23,"Sports","Natsume",0.09,0.07,0,0.02,0.17
8230,"Rugrats: Royal Ransom","GC",23,"Platform","THQ",0.13,0.03,0,0,0.17
8231,"Warriors of Might and Magic","PS2",22,"Adventure","3DO",0.09,0.07,0,0.02,0.17
8232,"Open Season","GC",27,"Platform","Ubisoft",0.13,0.03,0,0,0.17
8233,"The Chronicles of Narnia: Prince Caspian","PS3",29,"Action","Disney Interactive Studios",0.14,0.02,0,0.02,0.17
8234,"Back to the Future: The Game","PS4",36,"Adventure","Telltale Games",0.1,0.04,0,0.03,0.17
8235,"Project Spark","XOne",35,"Misc","Microsoft Game Studios",0.11,0.05,0,0.02,0.17
8236,"Backyard Sports Football: Rookie Rush","DS",31,"Sports","Atari",0.16,0,0,0.01,0.17
8237,"Street Fighter: The Movie","PS",16,"Fighting","Acclaim Entertainment",0.1,0.07,0,0.01,0.17
8238,"Lost in Blue 3","DS",28,"Adventure","Konami Digital Entertainment",0.09,0.02,0.06,0.01,0.17
8239,"World Championship Poker","GBA",25,"Misc","Crave Entertainment",0.12,0.05,0,0,0.17
8240,"Global Defence Force","PS2",26,"Shooter","Essential Games",0,0,0.17,0,0.17
8241,"Rapala Fishing Frenzy 2009","PS3",29,"Sports","Activision",0.16,0,0,0.01,0.17
8242,"Major League Baseball 2K6","GC",27,"Sports","Take-Two Interactive",0.13,0.03,0,0,0.17
8243,"Major League Baseball 2K9","PS3",30,"Sports","Spike",0.16,0,0,0.01,0.17
8244,"SaGa 2: Hihou Densetsu - Goddess of Destiny","DS",30,"Role-Playing","Square Enix",0,0,0.17,0,0.17
8245,"Smash Court Tennis Pro Tournament","PS2",23,"Sports","Sony Computer Entertainment",0.08,0.07,0,0.02,0.17
8246,"The Cursed Crusade","PS3",32,"Action","DTP Entertainment",0.07,0.07,0.01,0.03,0.17
8247,"Super Robot Taisen L","DS",31,"Strategy","Namco Bandai Games",0,0,0.17,0,0.17
8248,"The Grim Adventures of Billy & Mandy","GC",27,"Action","Midway Games",0.13,0.03,0,0,0.17
8249,"NBA Inside Drive 2004","XB",24,"Sports","Microsoft Game Studios",0.13,0.04,0,0.01,0.17
8250,"The King of Fighters '97","PS",19,"Fighting","SNK",0,0,0.16,0.01,0.17
8251,"Dungeon Siege III","PC",32,"Role-Playing","Square Enix",0.08,0.08,0,0.02,0.17
8252,"Cabela's Big Game Hunter: Hunting Party","X360",32,"Sports","Activision",0.16,0,0,0.01,0.17
8253,"Time Commando","PS",17,"Action","Adeline Software",0.1,0.07,0,0.01,0.17
8254,"Professional Fisherman's Tour: Northern Hemisphere","DS",28,"Sports","505 Games",0.16,0,0,0.01,0.17
8255,"Iron Chef America: Supreme Cuisine","Wii",29,"Simulation","Destineer",0.16,0,0,0.01,0.17
8256,"Kekkaishi: Karasumori Ayakashi Kidan","DS",28,"Action","Namco Bandai Games",0,0,0.17,0,0.17
8257,"Gretzky NHL 2005","PS2",25,"Sports","Sony Computer Entertainment",0.08,0.07,0,0.02,0.17
8258,"FaceBreaker","PS3",29,"Fighting","Electronic Arts",0.13,0.03,0,0.02,0.17
8259,"Squeeballs Party","DS",30,"Puzzle","Performance Designed Products",0.16,0,0,0.01,0.17
8260,"NCAA Football 09 All-Play","Wii",29,"Sports","Electronic Arts",0.16,0,0,0.01,0.17
8261,"Yakuza Zero: The Place of Oath","PS4",36,"Action","Sega",0,0,0.17,0,0.17
8262,"The Hobbit","GC",24,"Platform","Vivendi Games",0.13,0.03,0,0,0.17
8263,"The Secret World","PC",33,"Role-Playing","Funcom",0.07,0.08,0,0.02,0.17
8264,"NHL 2K9","X360",29,"Sports","Take-Two Interactive",0.15,0.01,0,0.01,0.17
8265,"X-Men: The Official Game","X360",27,"Action","Activision",0.16,0.01,0,0.01,0.17
8266,"True Crime: New York City","GC",26,"Action","Activision",0.13,0.03,0,0,0.17
8267,"Metal Arms: Glitch in the System","XB",24,"Shooter","Vivendi Games",0.13,0.04,0,0.01,0.17
8268,"PlayStation Move Heroes","PS3",32,"Platform","Sony Computer Entertainment",0.08,0.06,0,0.03,0.17
8269,"The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune","PSP",33,"Action","Namco Bandai Games",0,0,0.17,0,0.17
8270,"Ice Age: Dawn of the Dinosaurs","PS2",30,"Action","Activision",0.08,0.07,0,0.02,0.17
8271,"ESPN Final Round Golf 2002","GBA",22,"Sports","Konami Digital Entertainment",0.12,0.05,0,0,0.17
8272,"MDK2 Armageddon","PS2",22,"Shooter","Virgin Interactive",0.08,0.07,0,0.02,0.17
8273,"Exhibition Volume 02","XB",24,"Misc","Microsoft Game Studios",0.13,0.04,0,0.01,0.17
8274,"Watchmen: The End is Nigh - The Complete Experience","PS3",30,"Action","Warner Bros. Interactive Entertainment",0.08,0.07,0,0.02,0.17
8275,"Fight Night Round 2","GC",26,"Fighting","Electronic Arts",0.13,0.03,0,0,0.17
8276,"Sudoku Gridmaster","DS",27,"Puzzle","Nintendo",0.13,0.03,0,0.01,0.17
8277,"Disney's Atlantis: The Lost Empire","PS",22,"Platform","Sony Computer Entertainment",0.1,0.07,0,0.01,0.17
8278,"Power Pro Kun Pocket","GB",20,"Sports","Konami Digital Entertainment",0,0,0.17,0,0.17
8279,"The King of Fighters '97","SAT",19,"Fighting","SNK",0,0,0.17,0,0.17
8280,"Tamagotchi no Narikiri Challenge","DS",31,"Action","Namco Bandai Games",0,0,0.17,0,0.17
8281,"Goosebumps HorrorLand","Wii",29,"Adventure","Scholastic Inc.",0.16,0,0,0.01,0.17
8282,"One Piece: Unlimited World Red","PSV",35,"Action","Namco Bandai Games",0.06,0.04,0.04,0.03,0.17
8283,"Space Battleship Yamato: Harukanaru Hoshi Iscandar","PS",20,"Strategy","Namco Bandai Games",0,0,0.16,0.01,0.17
8284,"Sound Novel Evolution 1: Otogirisou Sosei-Hen","PS",20,"Adventure","ChunSoft",0,0,0.16,0.01,0.17
8285,"Dementium: The Ward","DS",28,"Shooter","SouthPeak Games",0.15,0.01,0,0.01,0.17
8286,"Psi-Ops: The Mindgate Conspiracy","XB",25,"Shooter","Midway Games",0.13,0.04,0,0.01,0.17
8287,"SWAT: Global Strike Team","XB",24,"Shooter","Vivendi Games",0.13,0.04,0,0.01,0.17
8288,"Despicable Me: The Game","PSP",31,"Platform","D3Publisher",0.05,0.08,0,0.04,0.17
8289,"MX World Tour Featuring Jamie Little","PS2",26,"Racing","Play It",0.08,0.07,0,0.02,0.17
8290,"Goblin Commander: Unleash the Horde","PS2",24,"Strategy","Jaleco",0.08,0.07,0,0.02,0.17
8291,"Hello Kitty: Happy Party Pals","GBA",26,"Misc","THQ",0.12,0.05,0,0,0.17
8292,"Ringling Bros. and Barnum & Bailey: Circus Friends","DS",30,"Action","Take-Two Interactive",0.16,0,0,0.01,0.17
8293,"Backyard NFL Football '09","PS2",29,"Sports","Atari",0.08,0.07,0,0.02,0.17
8294,"World Destruction League: Thunder Tanks","PS2",21,"Action","3DO",0.08,0.07,0,0.02,0.17
8295,"Shin Megami Tensei IV: Final","3DS",37,"Role-Playing","Deep Silver",0.03,0,0.14,0,0.17
8296,"Age of Empires III: Complete Collection","PC",30,"Strategy","Microsoft Game Studios",0.01,0.12,0,0.03,0.17
8297,"Finding Nemo: Escape to the Big Blue","DS",27,"Action","THQ",0.12,0.04,0,0.01,0.17
8298,"Backyard Baseball '10","PS2",30,"Sports","Atari",0.08,0.07,0,0.02,0.17
8299,"Resident Evil Director's Cut: Dual Shock Edition","PS",18,"Action","Capcom",0,0,0.16,0.01,0.17
8300,"The Lord of the Rings: Aragorn's Quest","PS3",31,"Action","Warner Bros. Interactive Entertainment",0.1,0.04,0,0.02,0.17
8301,"Top Spin 2","X360",27,"Sports","Take-Two Interactive",0.15,0.01,0,0.01,0.17
8302,"N3 II: Ninety-Nine Nights","X360",31,"Action","Microsoft Game Studios",0.06,0.07,0.04,0.01,0.17
8303,"The King of Fighters '95","PS",17,"Fighting","Sony Computer Entertainment",0,0,0.16,0.01,0.17
8304,"RoadKill","PS2",24,"Action","Midway Games",0.08,0.07,0,0.02,0.17
8305,"Hanjuku Eiyuu Tai 3D","PS2",24,"Role-Playing","Square Enix",0,0,0.17,0,0.17
8306,".hack//G.U. Vol.3//Redemption","PS2",28,"Role-Playing","Namco Bandai Games",0,0,0.17,0,0.17
8307,"Chuck E. Cheese's Party Games","Wii",31,"Misc","UFO Interactive",0.16,0,0,0.01,0.17
8308,"Super Robot Taisen Compact 2 Dai-1-Bu","WS",21,"Strategy","Namco Bandai Games",0,0,0.17,0,0.17
8309,"Looney Tunes: Back in Action","GC",24,"Platform","Warner Bros. Interactive Entertainment",0.13,0.03,0,0,0.17
8310,"Tak: The Great Juju Challenge","GBA",26,"Platform","THQ",0.12,0.05,0,0,0.17
8311,"Macross Ultimate Frontier","PSP",30,"Action","Namco Bandai Games",0,0,0.17,0,0.17
8312,"Cabela's Legendary Adventures","PSP",29,"Sports","Activision",0.16,0,0,0.01,0.17
8313,"Jillian Michaels Fitness Ultimatum 2011","Wii",31,"Sports","D3Publisher",0.16,0,0,0.01,0.17
8314,"Pursuit Force: Extreme Justice","PSP",28,"Action","Sony Computer Entertainment",0.07,0.07,0,0.03,0.17
8315,"Backbreaker","PS3",40,"Sports","Unknown",0.16,0,0,0.01,0.17
8316,"Hunter: The Reckoning Redeemer","XB",24,"Action","Interplay",0.13,0.04,0,0.01,0.17
8317,"The Rise of the Argonauts","X360",29,"Role-Playing","Codemasters",0.03,0.12,0,0.01,0.17
8318,"NHL 07","PSP",27,"Sports","Electronic Arts",0.13,0.02,0,0.02,0.17
8319,"Pro Evolution Soccer 2014","PSP",34,"Action","Konami Digital Entertainment",0,0.03,0.14,0,0.17
8320,"Tokyo Xtreme Racer","DC",20,"Racing","Genki",0,0,0.17,0,0.17
8321,"Fighter Maker","PS",19,"Fighting","Agetec",0.05,0.04,0.07,0.01,0.17
8322,"Bee Movie Game","X360",28,"Action","Activision",0.16,0,0,0.01,0.17
8323,"Backyard NFL Football '10","Wii",30,"Sports","Atari",0.16,0,0,0.01,0.17
8324,"Professor Heinz Wolff's Gravity","Wii",29,"Puzzle","Deep Silver",0.04,0.12,0,0.02,0.17
8325,"Thief: Deadly Shadows","XB",25,"Action","Eidos Interactive",0.13,0.04,0,0.01,0.17
8326,"Buzz! Brain of the UK","PS3",30,"Misc","Sony Computer Entertainment",0,0.15,0,0.02,0.17
8327,"NBA 09: The Inside","PSP",29,"Sports","Sony Computer Entertainment",0.16,0,0,0.01,0.17
8328,"Transformers: Prime","3DS",33,"Action","Activision",0.13,0.03,0,0.01,0.17
8329,"Batman Begins","GBA",26,"Action","Electronic Arts",0.12,0.05,0,0,0.17
8330,"Transformer: Rise of the Dark Spark","X360",35,"Action","Activision",0.09,0.07,0,0.02,0.17
8331,"Glover","PS",20,"Platform","Atari",0.09,0.06,0,0.01,0.17
8332,"Dragon Ball GT: Game Boy Advance Video Volume 1","GBA",25,"Misc","N/A",0.12,0.05,0,0,0.17
8333,"Luxor 3","Wii",29,"Puzzle","Mumbo Jumbo",0.16,0,0,0.01,0.17
8334,"Bratz Kidz","Wii",29,"Misc","Game Factory",0.16,0,0,0.01,0.17
8335,"Fairytale Fights","X360",30,"Action","Playlogic Game Factory",0.14,0.02,0,0.01,0.17
8336,"James Cameron's Dark Angel","PS2",40,"Action","Universal Interactive",0.08,0.07,0,0.02,0.17
8337,"MotoGP 09/10","X360",31,"Racing","Capcom",0.07,0.09,0,0.02,0.17
8338,"Mahjong Fight Club","PSP",25,"Misc","Konami Digital Entertainment",0,0,0.17,0,0.17
8339,"World Driver Championship","N64",20,"Racing","Midway Games",0.14,0.03,0,0,0.17
8340,"Bomberman 64: The Second Attack!","N64",20,"Adventure","Hudson Soft",0.05,0.01,0.11,0,0.17
8341,"Turok 3: Shadow of Oblivion","N64",21,"Shooter","Acclaim Entertainment",0.12,0.05,0,0,0.17
8342,"Spawn: Armageddon","XB",24,"Action","Electronic Arts",0.13,0.04,0,0.01,0.17
8343,"Codename: Kids Next Door: Game Boy Advance Video Volume 1","GBA",25,"Misc","N/A",0.12,0.05,0,0,0.17
8344,"Zoo Hospital","Wii",29,"Simulation","Majesco Entertainment",0.14,0.01,0,0.01,0.17
8345,"Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video","GBA",25,"Misc","Nintendo",0.12,0.05,0,0,0.17
8346,"Time and Eternity","PS3",33,"Role-Playing","Nippon Ichi Software",0.06,0.03,0.06,0.02,0.17
8347,"Major League Baseball 2K9","PS2",30,"Sports","Spike",0.08,0.06,0,0.02,0.17
8348,"Gundam Assault Survive","PSP",31,"Action","Namco Bandai Games",0,0,0.17,0,0.17
8349,"Disney TH!NK Fast: The Ultimate Trivia Showdown","PS2",29,"Misc","Disney Interactive Studios",0.08,0.06,0,0.02,0.17
8350,"Fate/Stay Night [Réalta Nua]","PS2",28,"Adventure","Kadokawa Shoten",0,0,0.17,0,0.17
8351,"Disney's Home on the Range","GBA",25,"Action","Disney Interactive Studios",0.12,0.04,0,0,0.17
8352,"Sid Meier's Civilization IV","PC",26,"Strategy","Take-Two Interactive",0.02,0.12,0,0.03,0.17
8353,"Jikkyou Powerful Pro Yakyuu 2013","PSP",34,"Sports","Konami Digital Entertainment",0,0,0.17,0,0.17
8354,"Space Griffon VF-9","PS",16,"Role-Playing","Panther Software",0.02,0.02,0.12,0.01,0.17
8355,"Family Feud Decades","Wii",31,"Misc","Ubisoft",0.16,0,0,0.01,0.17
8356,"NBA Live 16","PS4",36,"Sports","Electronic Arts",0.1,0.04,0,0.03,0.17
8357,"CSI: Fatal Conspiracy","X360",31,"Adventure","Ubisoft",0.11,0.04,0,0.01,0.17
8358,"Solitaire Overload Plus","DS",31,"Misc","Telegames",0.16,0,0,0.01,0.17
8359,".hack//G.U. Vol.1//Rebirth","PS2",27,"Role-Playing","Namco Bandai Games",0,0,0.17,0,0.17
8360,"Gyakuten Saiban 3","GBA",25,"Adventure","Capcom",0,0,0.16,0,0.17
8361,"Tak: Mojo Mistake","DS",29,"Action","THQ",0.16,0,0,0.01,0.17
8362,"Gallop Racer 2001","PS2",22,"Sports","Tecmo Koei",0.05,0.04,0.06,0.01,0.17
8363,"Nightmare Creatures II","PS",21,"Action","Konami Digital Entertainment",0.09,0.06,0,0.01,0.17
8364,"Marble Saga: Kororinpa","Wii",30,"Puzzle","Konami Digital Entertainment",0.1,0.06,0,0.02,0.17
8365,"Fuzion Frenzy 2","X360",28,"Misc","Microsoft Game Studios",0.14,0.01,0,0.01,0.17
8366,"Catwoman","PS2",25,"Action","Electronic Arts",0.08,0.06,0,0.02,0.17
8367,"Monsters vs. Aliens","X360",30,"Action","Activision",0.12,0.03,0,0.01,0.17
8368,"Country Dance: All Stars","X360",33,"Action","GameMill Entertainment",0.16,0,0,0.01,0.17
8369,"Garfield: Lasagna World Tour","PS2",28,"Action","Blast! Entertainment Ltd",0.08,0.06,0,0.02,0.17
8370,"Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1","GBA",25,"Misc","N/A",0.12,0.04,0,0,0.17
8371,"Disney's Planes","Wii",34,"Simulation","Disney Interactive Studios",0.08,0.07,0,0.02,0.17
8372,"Bomberman Land","Wii",28,"Misc","Rising Star Games",0.11,0.02,0.03,0.01,0.17
8373,"Bomberman B-Daman","SNES",17,"Shooter","Hudson Soft",0,0,0.17,0,0.17
8374,"Terminator 3: The Redemption","PS2",25,"Shooter","Atari",0.08,0.06,0,0.02,0.17
8375,"World Destruction League: Thunder Tanks","PS",21,"Action","3DO",0.09,0.06,0,0.01,0.17
8376,"Beat Down: Fists of Vengeance","PS2",26,"Action","Capcom",0.04,0.03,0.09,0.01,0.17
8377,"Reloaded","PS",17,"Action","Gremlin Interactive Ltd",0.09,0.06,0,0.01,0.17
8378,"Sword of the Samurai","PS2",40,"Fighting","Ubisoft",0,0,0.17,0,0.17
8379,"MotoGP 15","PS4",36,"Racing","Milestone S.r.l.",0,0.12,0.03,0.02,0.17
8380,"SSX On Tour","GC",26,"Sports","Electronic Arts",0.13,0.03,0,0,0.17
8381,"Hot Wheels: Beat That!","X360",28,"Racing","Activision",0.15,0,0,0.01,0.17
8382,"G-Force","X360",30,"Action","Disney Interactive Studios",0.11,0.05,0,0.01,0.17
8383,"James Bond 007: Everything or Nothing","GBA",24,"Shooter","Electronic Arts",0.12,0.04,0,0,0.17
8384,"Naruto Shippuden: Ultimate Ninja 5","PS2",28,"Fighting","Namco Bandai Games",0,0,0.17,0,0.17
8385,"Shrek Extra Large","GC",23,"Platform","TDK Mediactive",0.13,0.03,0,0,0.17
